Player,Team,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Nikola Vucevic,ORL,11/15/19,2019-20,W,37,10,4,16,25,1,1,100,1,2,50,4,9,13,4,0,3,2,2,18
Al-Farouq Aminu,ORL,11/15/19,2019-20,W,31,13,4,8,50,1,2,50,4,6,66.7,5,8,13,1,2,0,1,0,8
DeMar DeRozan,SAS,11/15/19,2019-20,L,37,21,9,15,60,0,0,-,3,3,100,0,2,2,5,1,0,2,6,-15
Evan Fournier,ORL,11/15/19,2019-20,W,32,26,9,15,60,5,6,83.3,3,4,75,1,3,4,3,1,0,2,1,14
Dwight Howard,LAL,11/15/19,2019-20,W,22,4,1,1,100,0,0,-,2,2,100,1,6,7,0,0,1,1,3,6
Wenyen Gabriel,SAC,11/15/19,2019-20,L,5,0,0,1,0,0,1,0,0,0,-,1,0,1,0,0,0,0,1,-11
Kyle Kuzma,LAL,11/15/19,2019-20,W,26,13,4,9,44.4,3,7,42.9,2,2,100,0,5,5,1,0,0,2,2,-1
Nemanja Bjelica,SAC,11/15/19,2019-20,L,23,11,4,7,57.1,3,4,75,0,0,-,1,3,4,1,2,0,3,5,-14
Kentavious Caldwell-Pope,LAL,11/15/19,2019-20,W,25,16,6,10,60,3,5,60,1,1,100,1,2,3,0,1,0,1,2,-7
Jared Dudley,LAL,11/15/19,2019-20,W,4,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-7
JaVale McGee,LAL,11/15/19,2019-20,W,12,2,1,5,20,0,0,-,0,0,-,3,4,7,1,0,0,0,1,4
DaQuan Jeffries,SAC,11/15/19,2019-20,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,5
Rajon Rondo,LAL,11/15/19,2019-20,W,18,0,0,3,0,0,2,0,0,0,-,0,3,3,4,1,0,2,2,-12
LeBron James,LAL,11/15/19,2019-20,W,39,29,10,20,50,2,7,28.6,7,7,100,3,1,4,11,3,0,2,1,13
Dewayne Dedmon,SAC,11/15/19,2019-20,L,15,5,2,4,50,1,2,50,0,0,-,0,5,5,0,0,0,1,1,7
Bogdan Bogdanovic,SAC,11/15/19,2019-20,L,37,18,7,13,53.8,3,5,60,1,1,100,1,2,3,5,2,0,3,2,7
Harry Giles III,SAC,11/15/19,2019-20,L,2,0,0,1,0,0,0,-,0,0,-,0,0,0,1,1,0,0,0,-4
Yogi Ferrell,SAC,11/15/19,2019-20,L,29,14,6,12,50,2,6,33.3,0,0,-,1,0,1,3,0,0,1,0,9
Danny Green,LAL,11/15/19,2019-20,W,26,6,2,8,25,1,6,16.7,1,1,100,2,2,4,0,2,1,1,1,8
Anthony Davis,LAL,11/15/19,2019-20,W,35,17,5,12,41.7,0,3,0,7,9,77.8,0,5,5,2,1,4,4,2,-5
Quinn Cook,LAL,11/15/19,2019-20,W,4,2,1,2,50,0,0,-,0,0,-,0,2,2,0,0,0,0,0,6
Alex Caruso,LAL,11/15/19,2019-20,W,29,10,4,10,40,2,7,28.6,0,0,-,0,0,0,3,3,0,0,3,5
Cory Joseph,SAC,11/15/19,2019-20,L,23,2,1,9,11.1,0,2,0,0,0,-,1,4,5,5,0,0,1,2,-9
Harrison Barnes,SAC,11/15/19,2019-20,L,37,9,3,10,30,1,5,20,2,2,100,0,8,8,6,1,0,3,2,3
Richaun Holmes,SAC,11/15/19,2019-20,L,29,17,7,10,70,0,0,-,3,3,100,2,6,8,0,0,0,0,5,-5
Buddy Hield,SAC,11/15/19,2019-20,L,38,21,6,15,40,6,14,42.9,3,3,100,3,5,8,3,1,0,5,4,2
D'Angelo Russell,GSW,11/15/19,2019-20,L,25,12,5,10,50,1,6,16.7,1,2,50,0,2,2,7,1,1,9,3,3
Carsen Edwards,BOS,11/15/19,2019-20,W,13,0,0,4,0,0,1,0,0,0,-,0,2,2,2,0,0,0,1,4
Marquese Chriss,GSW,11/15/19,2019-20,L,13,4,2,3,66.7,0,1,0,0,0,-,0,2,2,0,0,0,1,0,-12
Robert Williams III,BOS,11/15/19,2019-20,W,10,0,0,0,-,0,0,-,0,0,-,2,3,5,3,0,0,0,0,0
Semi Ojeleye,BOS,11/15/19,2019-20,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-7
Alec Burks,GSW,11/15/19,2019-20,L,31,20,4,11,36.4,1,3,33.3,11,12,91.7,0,3,3,1,1,0,0,3,3
Brad Wanamaker,BOS,11/15/19,2019-20,W,18,9,2,4,50,0,0,-,5,6,83.3,0,1,1,3,1,0,2,1,8
Draymond Green,GSW,11/15/19,2019-20,L,34,11,3,6,50,1,4,25,4,5,80,1,10,11,4,2,1,2,3,4
Glenn Robinson III,GSW,11/15/19,2019-20,L,32,9,3,11,27.3,1,2,50,2,2,100,1,3,4,1,1,0,0,1,-3
Daniel Theis,BOS,11/15/19,2019-20,W,22,7,3,7,42.9,0,1,0,1,3,33.3,2,5,7,0,2,1,0,5,-5
Omari Spellman,GSW,11/15/19,2019-20,L,12,8,2,5,40,0,1,0,4,6,66.7,7,1,8,0,0,1,2,0,-1
Jordan Poole,GSW,11/15/19,2019-20,L,22,4,1,8,12.5,0,5,0,2,2,100,0,6,6,1,1,0,1,4,-4
Eric Paschall,GSW,11/15/19,2019-20,L,33,16,6,14,42.9,1,4,25,3,5,60,0,8,8,1,0,0,2,3,-19
Grant Williams,BOS,11/15/19,2019-20,W,16,2,1,1,100,0,0,-,0,0,-,0,3,3,1,1,0,3,2,0
Ky Bowman,GSW,11/15/19,2019-20,L,14,6,3,8,37.5,0,2,0,0,0,-,2,1,3,0,1,0,1,2,-2
Willie Cauley-Stein,GSW,11/15/19,2019-20,L,25,10,5,6,83.3,0,0,-,0,0,-,1,7,8,2,1,1,1,0,6
Jaylen Brown,BOS,11/15/19,2019-20,W,35,22,9,17,52.9,3,3,100,1,2,50,1,7,8,3,3,0,2,4,-4
Marcus Smart,BOS,11/15/19,2019-20,W,35,15,5,12,41.7,5,9,55.6,0,0,-,2,1,3,4,2,1,2,2,11
Kemba Walker,BOS,11/15/19,2019-20,W,35,20,6,19,31.6,3,12,25,5,5,100,0,5,5,5,1,1,1,2,2
Jayson Tatum,BOS,11/15/19,2019-20,W,38,24,8,23,34.8,2,7,28.6,6,7,85.7,3,5,8,1,3,0,2,3,6
Enes Kanter,BOS,11/15/19,2019-20,W,15,4,2,3,66.7,0,0,-,0,0,-,1,4,5,1,0,2,2,3,10
JJ Redick,NOP,11/14/19,2019-20,W,34,19,5,13,38.5,3,7,42.9,6,7,85.7,0,3,3,3,0,0,2,2,-3
Derrick Favors,NOP,11/14/19,2019-20,W,35,20,9,13,69.2,1,1,100,1,3,33.3,9,11,20,3,0,1,2,3,13
E'Twaun Moore,NOP,11/14/19,2019-20,W,30,15,5,14,35.7,3,6,50,2,4,50,1,2,3,3,0,0,1,1,3
Frank Jackson,NOP,11/14/19,2019-20,W,23,23,9,14,64.3,4,7,57.1,1,2,50,0,5,5,2,0,0,0,4,-3
Kenrich Williams,NOP,11/14/19,2019-20,W,31,8,3,6,50,2,4,50,0,0,-,4,6,10,3,3,1,2,5,9
Jaxson Hayes,NOP,11/14/19,2019-20,W,13,9,3,6,50,0,0,-,3,4,75,2,1,3,1,1,0,0,4,-8
Paul George,LAC,11/14/19,2019-20,L,24,33,10,17,58.8,3,5,60,10,10,100,0,9,9,4,0,0,5,5,7
Patrick Patterson,LAC,11/14/19,2019-20,L,3,3,1,3,33.3,1,2,50,0,0,-,0,0,0,0,0,0,0,0,-4
Montrezl Harrell,LAC,11/14/19,2019-20,L,36,18,8,12,66.7,0,0,-,2,3,66.7,0,7,7,6,2,2,2,3,-5
Jerome Robinson,LAC,11/14/19,2019-20,L,17,0,0,2,0,0,1,0,0,0,-,0,0,0,1,0,2,1,2,7
Terance Mann,LAC,11/14/19,2019-20,L,25,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,4,1,0,3,2,-2
JaMychal Green,LAC,11/14/19,2019-20,L,18,2,1,4,25,0,2,0,0,0,-,1,5,6,0,0,0,2,3,-10
Rodney McGruder,LAC,11/14/19,2019-20,L,36,20,6,10,60,5,7,71.4,3,6,50,0,3,3,2,0,0,0,1,-2
Ivica Zubac,LAC,11/14/19,2019-20,L,12,6,3,4,75,0,0,-,0,0,-,2,3,5,1,0,1,0,1,0
Nickeil Alexander-Walker,NOP,11/14/19,2019-20,W,21,2,0,6,0,0,2,0,2,2,100,0,2,2,3,0,2,1,2,12
Nicolo Melli,NOP,11/14/19,2019-20,W,17,0,0,2,0,0,1,0,0,0,-,0,2,2,1,1,0,0,3,-4
Lou Williams,LAC,11/14/19,2019-20,L,37,31,11,20,55,1,2,50,8,10,80,1,1,2,9,2,0,2,2,-20
Maurice Harkless,LAC,11/14/19,2019-20,L,31,9,4,6,66.7,0,2,0,1,2,50,2,1,3,1,1,1,1,3,4
Jrue Holiday,NOP,11/14/19,2019-20,W,37,36,13,24,54.2,5,6,83.3,5,7,71.4,2,1,3,7,6,1,6,1,6
Kyrie Irving,BKN,11/14/19,2019-20,L,35,17,8,20,40,1,5,20,0,0,-,1,5,6,9,1,0,0,4,-9
Gary Harris,DEN,11/14/19,2019-20,W,35,10,4,7,57.1,2,3,66.7,0,0,-,0,7,7,2,2,1,1,1,9
Jamal Murray,DEN,11/14/19,2019-20,W,29,4,1,11,9.1,1,4,25,1,1,100,2,3,5,4,1,0,2,0,2
Taurean Prince,BKN,11/14/19,2019-20,L,27,12,5,15,33.3,2,11,18.2,0,0,-,0,8,8,2,0,0,1,2,-5
Nikola Jokic,DEN,11/14/19,2019-20,W,28,18,8,14,57.1,2,5,40,0,0,-,2,8,10,3,0,0,0,4,-2
David Nwaba,BKN,11/14/19,2019-20,L,4,2,1,1,100,0,0,-,0,0,-,1,2,3,0,0,0,0,0,4
Will Barton,DEN,11/14/19,2019-20,W,38,17,8,17,47.1,0,5,0,1,2,50,0,6,6,4,0,0,0,2,5
Michael Porter Jr.,DEN,11/14/19,2019-20,W,4,0,0,2,0,0,1,0,0,0,-,1,0,1,0,0,0,0,0,-4
Monte Morris,DEN,11/14/19,2019-20,W,19,10,4,11,36.4,1,2,50,1,2,50,1,2,3,7,1,0,0,0,6
Dzanan Musa,BKN,11/14/19,2019-20,L,19,10,2,5,40,2,3,66.7,4,4,100,0,2,2,1,0,0,3,0,-12
Juancho Hernangomez,DEN,11/14/19,2019-20,W,19,2,1,4,25,0,2,0,0,0,-,2,6,8,2,0,0,0,0,6
Nicolas Claxton,BKN,11/14/19,2019-20,L,17,2,1,3,33.3,0,2,0,0,0,-,0,3,3,0,0,0,0,0,-7
Jarrett Allen,BKN,11/14/19,2019-20,L,30,17,7,10,70,0,1,0,3,5,60,1,9,10,0,0,1,0,0,-6
Mason Plumlee,DEN,11/14/19,2019-20,W,20,10,5,10,50,0,1,0,0,0,-,2,5,7,2,0,0,1,3,10
Garrett Temple,BKN,11/14/19,2019-20,L,25,7,2,11,18.2,1,5,20,2,2,100,2,2,4,0,0,0,1,1,-1
DeAndre Jordan,BKN,11/14/19,2019-20,L,17,0,0,1,0,0,0,-,0,0,-,1,10,11,3,0,1,0,0,-2
Spencer Dinwiddie,BKN,11/14/19,2019-20,L,35,17,6,18,33.3,1,7,14.3,4,5,80,0,1,1,4,1,0,0,5,-3
Paul Millsap,DEN,11/14/19,2019-20,W,27,18,7,14,50,2,4,50,2,5,40,4,5,9,2,0,0,3,4,9
Jerami Grant,DEN,11/14/19,2019-20,W,21,12,5,11,45.5,2,6,33.3,0,0,-,0,6,6,0,0,2,0,0,-1
Joe Harris,BKN,11/14/19,2019-20,L,31,9,4,11,36.4,1,4,25,0,0,-,1,2,3,0,1,0,2,2,1
Chandler Hutchison,CHI,11/14/19,2019-20,L,21,6,2,6,33.3,0,1,0,2,2,100,0,7,7,3,1,0,0,0,-7
Shaquille Harrison,CHI,11/14/19,2019-20,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Zach LaVine,CHI,11/14/19,2019-20,L,33,25,8,20,40,4,9,44.4,5,5,100,0,3,3,7,3,1,5,6,-5
George Hill,MIL,11/14/19,2019-20,W,29,3,1,5,20,0,2,0,1,1,100,1,1,2,6,1,0,2,2,16
Robin Lopez,MIL,11/14/19,2019-20,W,11,6,3,5,60,0,0,-,0,0,-,3,0,3,1,0,1,1,0,3
Giannis Antetokounmpo,MIL,11/14/19,2019-20,W,36,38,13,24,54.2,1,5,20,11,20,55,5,11,16,4,3,1,5,4,-4
Coby White,CHI,11/14/19,2019-20,L,35,26,9,23,39.1,6,13,46.2,2,2,100,0,5,5,3,3,0,3,1,-9
Tomas Satoransky,CHI,11/14/19,2019-20,L,27,10,4,8,50,2,5,40,0,0,-,1,3,4,5,3,0,4,1,-3
Wesley Matthews,MIL,11/14/19,2019-20,W,27,15,2,6,33.3,1,5,20,10,13,76.9,0,4,4,0,0,0,1,1,4
Sterling Brown,MIL,11/14/19,2019-20,W,21,0,0,5,0,0,2,0,0,0,-,0,9,9,0,1,0,2,1,10
Kyle Korver,MIL,11/14/19,2019-20,W,11,6,1,5,20,1,3,33.3,3,3,100,1,1,2,0,0,2,0,1,-8
Brook Lopez,MIL,11/14/19,2019-20,W,21,13,6,14,42.9,1,7,14.3,0,0,-,3,3,6,0,0,0,3,3,-4
Pat Connaughton,MIL,11/14/19,2019-20,W,19,6,2,4,50,2,4,50,0,0,-,2,2,4,3,1,0,0,2,10
Wendell Carter Jr.,CHI,11/14/19,2019-20,L,21,14,6,7,85.7,0,0,-,2,2,100,3,3,6,1,0,0,2,6,5
Eric Bledsoe,MIL,11/14/19,2019-20,W,32,31,12,14,85.7,0,2,0,7,8,87.5,1,3,4,8,2,0,5,4,9
Donte DiVincenzo,MIL,11/14/19,2019-20,W,24,4,2,5,40,0,2,0,0,0,-,1,4,5,2,1,0,3,4,5
Lauri Markkanen,CHI,11/14/19,2019-20,L,32,11,2,9,22.2,2,6,33.3,5,6,83.3,1,7,8,0,1,0,3,5,4
Ersan Ilyasova,MIL,11/14/19,2019-20,W,10,2,0,1,0,0,1,0,2,2,100,0,3,3,0,0,0,0,0,4
Kris Dunn,CHI,11/14/19,2019-20,L,22,5,2,6,33.3,1,2,50,0,0,-,0,3,3,2,3,0,0,3,-8
Thaddeus Young,CHI,11/14/19,2019-20,L,25,11,3,8,37.5,2,4,50,3,4,75,5,2,7,1,0,0,3,3,-17
Ryan Arcidiacono,CHI,11/14/19,2019-20,L,24,7,2,6,33.3,1,3,33.3,2,4,50,0,1,1,3,0,0,0,4,-5
Darius Garland,CLE,11/14/19,2019-20,L,25,11,4,10,40,3,7,42.9,0,0,-,0,1,1,2,1,0,2,1,-16
Jimmy Butler,MIA,11/14/19,2019-20,W,39,14,7,11,63.6,0,2,0,0,0,-,1,1,2,6,3,2,4,2,17
Meyers Leonard,MIA,11/14/19,2019-20,W,28,12,5,6,83.3,2,2,100,0,0,-,0,7,7,3,0,1,0,0,20
Goran Dragic,MIA,11/14/19,2019-20,W,25,9,3,10,30,1,5,20,2,2,100,1,2,3,7,2,0,5,3,-1
Kevin Porter Jr.,CLE,11/14/19,2019-20,L,24,9,4,7,57.1,1,3,33.3,0,0,-,0,3,3,4,3,0,3,4,3
Bam Adebayo,MIA,11/14/19,2019-20,W,40,16,7,14,50,0,1,0,2,3,66.7,0,15,15,5,0,1,1,2,25
Larry Nance Jr.,CLE,11/14/19,2019-20,L,23,14,6,9,66.7,0,2,0,2,3,66.7,5,3,8,0,3,0,0,1,-5
Duncan Robinson,MIA,11/14/19,2019-20,W,26,11,4,8,50,3,7,42.9,0,0,-,0,2,2,1,1,0,0,3,-12
Chris Silva,MIA,11/14/19,2019-20,W,8,4,2,3,66.7,0,0,-,0,0,-,2,1,3,0,0,1,2,3,-14
Matthew Dellavedova,CLE,11/14/19,2019-20,L,20,3,0,1,0,0,1,0,3,3,100,0,2,2,4,1,0,2,1,11
Tyler Herro,MIA,11/14/19,2019-20,W,22,16,4,7,57.1,2,4,50,6,6,100,0,1,1,1,0,1,4,1,9
Kelly Olynyk,MIA,11/14/19,2019-20,W,14,3,1,4,25,1,3,33.3,0,0,-,0,3,3,0,2,1,0,3,-10
Kevin Love,CLE,11/14/19,2019-20,L,39,21,6,16,37.5,3,8,37.5,6,6,100,2,8,10,1,4,1,4,0,-5
Tristan Thompson,CLE,11/14/19,2019-20,L,23,2,1,3,33.3,0,0,-,0,0,-,2,1,3,1,1,1,4,3,-15
Cedi Osman,CLE,11/14/19,2019-20,L,34,12,5,11,45.5,1,4,25,1,4,25,1,6,7,1,0,0,1,4,-9
Collin Sexton,CLE,11/14/19,2019-20,L,27,15,7,16,43.8,0,3,0,1,1,100,0,4,4,3,1,0,0,1,-21
Jordan Clarkson,CLE,11/14/19,2019-20,L,27,10,3,12,25,0,4,0,4,4,100,1,2,3,2,0,0,2,1,2
Kendrick Nunn,MIA,11/14/19,2019-20,W,37,23,10,16,62.5,3,6,50,0,0,-,0,5,5,8,2,0,2,4,21
Cam Reddish,ATL,11/14/19,2019-20,L,21,9,2,7,28.6,1,6,16.7,4,4,100,1,4,5,1,0,0,3,5,-11
Jabari Parker,ATL,11/14/19,2019-20,L,32,24,8,15,53.3,2,4,50,6,8,75,1,6,7,1,3,0,2,3,1
DeAndre' Bembry,ATL,11/14/19,2019-20,L,19,0,0,2,0,0,0,-,0,0,-,2,4,6,4,1,2,0,3,-10
Bruno Fernando,ATL,11/14/19,2019-20,L,15,4,2,5,40,0,2,0,0,0,-,0,1,1,0,0,1,1,3,-7
Cameron Johnson,PHX,11/14/19,2019-20,W,20,15,3,8,37.5,3,6,50,6,6,100,0,4,4,1,0,0,1,0,4
Jevon Carter,PHX,11/14/19,2019-20,W,3,0,0,1,0,0,0,-,0,0,-,0,0,0,0,1,0,0,0,0
Alex Len,ATL,11/14/19,2019-20,L,26,21,7,11,63.6,1,3,33.3,6,9,66.7,5,5,10,1,0,0,1,4,-17
De'Andre Hunter,ATL,11/14/19,2019-20,L,34,14,5,15,33.3,2,6,33.3,2,2,100,1,2,3,0,6,0,3,2,-3
Cheick Diallo,PHX,11/14/19,2019-20,W,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Elie Okobo,PHX,11/14/19,2019-20,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,0,0
Mikal Bridges,PHX,11/14/19,2019-20,W,14,3,1,4,25,1,2,50,0,2,0,1,4,5,2,1,0,0,5,8
Kelly Oubre Jr.,PHX,11/14/19,2019-20,W,36,30,10,18,55.6,2,8,25,8,10,80,1,6,7,3,2,0,2,3,14
Aron Baynes,PHX,11/14/19,2019-20,W,18,3,1,5,20,0,3,0,1,2,50,0,3,3,1,0,0,2,4,-10
Damian Jones,ATL,11/14/19,2019-20,L,19,14,7,8,87.5,0,0,-,0,0,-,4,4,8,1,2,1,5,5,-6
Devin Booker,PHX,11/14/19,2019-20,W,32,27,8,16,50,3,7,42.9,8,8,100,0,2,2,7,2,0,7,3,3
Frank Kaminsky,PHX,11/14/19,2019-20,W,30,19,6,9,66.7,3,5,60,4,6,66.7,1,5,6,2,0,0,1,2,29
Tyler Johnson,PHX,11/14/19,2019-20,W,22,0,0,2,0,0,1,0,0,0,-,0,1,1,5,0,1,2,2,22
Charles Brown Jr.,ATL,11/14/19,2019-20,L,6,3,1,2,50,1,1,100,0,0,-,1,0,1,0,0,0,0,0,2
Ricky Rubio,PHX,11/14/19,2019-20,W,30,6,2,9,22.2,0,2,0,2,2,100,1,4,5,8,0,0,3,2,1
Trae Young,ATL,11/14/19,2019-20,L,36,21,7,18,38.9,1,6,16.7,6,7,85.7,0,1,1,13,2,0,5,2,-17
Tyrone Wallace,ATL,11/14/19,2019-20,L,17,0,0,5,0,0,2,0,0,0,-,0,3,3,4,1,0,2,3,5
Dario Saric,PHX,11/14/19,2019-20,W,30,23,9,12,75,3,5,60,2,2,100,3,3,6,1,0,1,2,3,9
Allen Crabbe,ATL,11/14/19,2019-20,L,15,2,1,3,33.3,0,1,0,0,0,-,0,4,4,0,0,1,0,1,-17
Dwight Powell,DAL,11/14/19,2019-20,L,29,12,5,9,55.6,1,1,100,1,1,100,2,2,4,2,0,0,0,1,5
Seth Curry,DAL,11/14/19,2019-20,L,23,2,1,5,20,0,4,0,0,0,-,1,1,2,1,0,0,0,3,3
Kristaps Porzingis,DAL,11/14/19,2019-20,L,33,20,7,17,41.2,1,5,20,5,5,100,4,7,11,1,1,3,2,1,2
Tim Hardaway Jr.,DAL,11/14/19,2019-20,L,25,12,4,10,40,2,7,28.6,2,4,50,0,4,4,0,0,1,0,3,1
Luka Doncic,DAL,11/14/19,2019-20,L,36,33,10,23,43.5,3,12,25,10,13,76.9,1,9,10,11,3,1,3,1,-3
Taj Gibson,NYK,11/14/19,2019-20,W,15,4,2,4,50,0,0,-,0,0,-,2,4,6,2,0,0,1,4,-4
Wayne Ellington,NYK,11/14/19,2019-20,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Marcus Morris Sr.,NYK,11/14/19,2019-20,W,34,20,7,19,36.8,5,7,71.4,1,1,100,0,5,5,0,1,1,1,3,11
Frank Ntilikina,NYK,11/14/19,2019-20,W,18,5,1,4,25,1,2,50,2,2,100,1,2,3,2,1,0,0,5,4
Damyean Dotson,NYK,11/14/19,2019-20,W,23,7,3,8,37.5,1,5,20,0,0,-,0,2,2,3,3,0,0,1,10
Mitchell Robinson,NYK,11/14/19,2019-20,W,22,16,7,8,87.5,0,0,-,2,2,100,3,5,8,0,0,1,1,6,3
RJ Barrett,NYK,11/14/19,2019-20,W,30,8,3,10,30,0,2,0,2,2,100,1,6,7,2,1,0,4,2,0
Dorian Finney-Smith,DAL,11/14/19,2019-20,L,23,7,3,4,75,1,2,50,0,2,0,0,2,2,1,1,1,1,2,-4
Jalen Brunson,DAL,11/14/19,2019-20,L,15,3,1,4,25,0,2,0,1,2,50,0,0,0,2,1,0,1,0,1
Bobby Portis,NYK,11/14/19,2019-20,W,17,10,4,8,50,2,3,66.7,0,0,-,0,5,5,0,0,0,0,1,3
Julius Randle,NYK,11/14/19,2019-20,W,36,17,8,18,44.4,1,5,20,0,0,-,4,6,10,3,0,0,6,2,-5
Dennis Smith Jr.,NYK,11/14/19,2019-20,W,30,13,5,12,41.7,2,4,50,1,2,50,4,2,6,8,0,0,2,2,-1
Boban Marjanovic,DAL,11/14/19,2019-20,L,15,10,4,7,57.1,0,0,-,2,2,100,3,2,5,1,0,0,1,3,-3
Kevin Knox II,NYK,11/14/19,2019-20,W,15,6,2,3,66.7,1,2,50,1,2,50,0,1,1,0,0,0,0,1,-8
Maxi Kleber,DAL,11/14/19,2019-20,L,18,0,0,3,0,0,2,0,0,0,-,1,3,4,0,0,0,1,1,-10
Delon Wright,DAL,11/14/19,2019-20,L,22,4,1,2,50,0,1,0,2,2,100,0,2,2,2,2,1,2,1,-7
Cody Zeller,CHA,11/13/19,2019-20,L,34,16,6,8,75,1,2,50,3,4,75,1,7,8,2,2,0,2,5,12
Brandon Clarke,MEM,11/13/19,2019-20,W,21,13,6,9,66.7,1,2,50,0,0,-,2,4,6,2,0,0,4,3,-3
Miles Bridges,CHA,11/13/19,2019-20,L,33,14,5,11,45.5,2,2,100,2,2,100,2,2,4,7,1,1,0,1,6
P.J. Washington,CHA,11/13/19,2019-20,L,27,5,2,7,28.6,1,4,25,0,0,-,0,3,3,1,0,2,0,1,2
Jaren Jackson Jr.,MEM,11/13/19,2019-20,W,29,16,5,9,55.6,4,6,66.7,2,2,100,1,5,6,1,1,1,1,3,-14
Dillon Brooks,MEM,11/13/19,2019-20,W,28,15,6,13,46.2,3,6,50,0,0,-,1,2,3,4,2,1,1,2,-3
Tyus Jones,MEM,11/13/19,2019-20,W,18,0,0,3,0,0,1,0,0,0,-,0,1,1,3,0,0,3,2,-7
Jae Crowder,MEM,11/13/19,2019-20,W,32,3,1,5,20,1,5,20,0,0,-,1,2,3,1,1,0,3,3,-11
Devonte' Graham,CHA,11/13/19,2019-20,L,34,19,7,19,36.8,4,10,40,1,1,100,1,0,1,4,0,1,5,2,-11
Kyle Anderson,MEM,11/13/19,2019-20,W,17,5,2,5,40,0,1,0,1,3,33.3,1,6,7,4,3,1,1,3,6
Jonas Valanciunas,MEM,11/13/19,2019-20,W,23,18,9,13,69.2,0,0,-,0,0,-,5,8,13,2,0,1,4,3,10
Marvin Williams,CHA,11/13/19,2019-20,L,13,2,0,2,0,0,1,0,2,4,50,1,1,2,1,1,0,1,0,-10
Terry Rozier,CHA,11/13/19,2019-20,L,37,33,13,20,65,7,11,63.6,0,0,-,0,5,5,6,2,0,5,0,15
Malik Monk,CHA,11/13/19,2019-20,L,29,20,8,13,61.5,1,2,50,3,4,75,1,7,8,5,0,1,1,3,5
Cody Martin,CHA,11/13/19,2019-20,L,21,6,1,5,20,0,4,0,4,4,100,1,2,3,1,0,0,1,0,-15
Solomon Hill,MEM,11/13/19,2019-20,W,22,9,3,8,37.5,3,6,50,0,0,-,0,3,3,4,0,0,1,2,18
Marko Guduric,MEM,11/13/19,2019-20,W,20,17,6,9,66.7,4,6,66.7,1,1,100,0,2,2,0,1,1,1,0,5
Ja Morant,MEM,11/13/19,2019-20,W,30,23,10,15,66.7,1,2,50,2,3,66.7,0,1,1,11,1,0,4,0,9
Bismack Biyombo,CHA,11/13/19,2019-20,L,12,2,1,2,50,0,0,-,0,0,-,0,0,0,0,2,0,0,0,-14
Gorgui Dieng,MIN,11/13/19,2019-20,W,8,0,0,3,0,0,1,0,0,0,-,1,2,3,1,0,0,0,1,-5
Karl-Anthony Towns,MIN,11/13/19,2019-20,W,30,28,7,15,46.7,3,9,33.3,11,13,84.6,3,8,11,4,2,0,2,4,19
Noah Vonleh,MIN,11/13/19,2019-20,W,14,7,2,3,66.7,0,0,-,3,4,75,0,2,2,0,0,1,2,3,-4
Jarrett Culver,MIN,11/13/19,2019-20,W,27,12,6,10,60,0,2,0,0,0,-,1,3,4,3,1,2,0,3,3
LaMarcus Aldridge,SAS,11/13/19,2019-20,L,32,23,10,16,62.5,0,1,0,3,4,75,2,2,4,2,0,1,0,3,-17
Josh Okogie,MIN,11/13/19,2019-20,W,28,6,1,8,12.5,0,2,0,4,4,100,4,6,10,2,1,0,1,2,3
Jake Layman,MIN,11/13/19,2019-20,W,29,16,7,9,77.8,1,3,33.3,1,2,50,1,2,3,1,2,0,0,4,11
Jakob Poeltl,SAS,11/13/19,2019-20,L,12,7,3,4,75,0,0,-,1,3,33.3,2,1,3,2,1,0,2,1,-1
Treveon Graham,MIN,11/13/19,2019-20,W,27,2,1,4,25,0,2,0,0,1,0,0,2,2,1,0,0,1,2,14
Robert Covington,MIN,11/13/19,2019-20,W,23,10,3,6,50,2,4,50,2,2,100,0,5,5,0,1,0,1,3,0
Bryn Forbes,SAS,11/13/19,2019-20,L,24,13,5,10,50,2,7,28.6,1,1,100,1,1,2,1,0,0,1,3,-11
Jeff Teague,MIN,11/13/19,2019-20,W,23,18,6,10,60,1,4,25,5,6,83.3,1,1,2,6,2,0,1,2,10
Andrew Wiggins,MIN,11/13/19,2019-20,W,32,30,12,23,52.2,4,7,57.1,2,2,100,2,6,8,7,2,1,2,1,24
Patty Mills,SAS,11/13/19,2019-20,L,21,10,3,10,30,1,4,25,3,3,100,0,0,0,1,0,0,1,0,-7
DeMar DeRozan,SAS,11/13/19,2019-20,L,33,27,12,18,66.7,0,0,-,3,4,75,1,4,5,4,1,2,2,3,-15
Trey Lyles,SAS,11/13/19,2019-20,L,22,0,0,2,0,0,1,0,0,0,-,1,10,11,3,1,0,3,0,-2
